INFORMACIÓN GENERAL ESTACIONES,,,,,,,,,NORMAL CLIMATOLÓGICA ESTÁNDAR DE No DE DÍAS CON LLUVIA ≥ 1 mm PARA EL PERIODO 1991-2020,,,,,,,,,,,,,  Cumplen la directriz No 1203 del 2017 de la OMM,
CODIGO,CATEGORIA,ESTACIÓN,MUNICIPIO,DEPARTAMENTO,AO,ALTITUD (m),LONGITUD,LATITUD,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL, Número de meses,% de cumplimiento
23190400,PM,La Galvicia ,Floridablanca,Santander,8,1779,"-73,06","7,12","7,5","8,6","12,4","15,9","18,5","15,7","16,4","17,6","17,1","17,2","14,4","7,9","169,2",360,"100,0%"
24015280,CO,Gámbita,Gámbita,Santander,8,1900,"-73,34","5,94","12,5","14,2","20,0","22,4","22,4","15,5","14,0","14,0","16,4","21,3","21,4","16,1","210,3",338,"93,9%"
24010850,PM,La Palma ,Gámbita,Santander,6,2100,"-73,38","5,87","13,6","14,4","21,3","23,4","21,3","13,8","12,8","12,4","15,5","22,0","20,9","16,3","207,7",347,"96,4%"
23190600,PM,El Pantano,Girón,Santander,8,1280,"-73,23","7,00","3,1","3,9","6,6","6,8","8,1","6,1","5,7","7,0","7,9","9,0","7,4","2,5","74,0",343,"95,3%"
23195110,CO,Llano Grande -  AUT,Girón,Santander,8,777,"-73,17","7,03","3,7","4,7","8,5","9,2","11,9","9,2","9,5","11,2","10,4","11,5","8,1","2,9","100,8",327,"90,8%"
23190280,PM,Palo Gordo,Girón,Santander,8,950,"-73,13","6,97","4,8","5,5","7,5","7,7","9,7","7,1","7,4","8,6","8,4","10,6","8,3","3,8","89,2",355,"98,6%"
24030630,PM,Baraya,Guaca,Santander,8,2927,"-72,82","6,96","6,5","7,7","13,1","18,1","18,6","12,8","12,1","14,2","17,3","19,0","15,2","8,2","162,8",353,"98,1%"
37010060,PM,El Portillo,Guaca,Santander,8,3824,"-72,80","7,03","7,2","7,6","12,9","17,0","18,5","19,3","19,8","19,6","18,0","19,0","13,7","7,2","179,6",326,"90,6%"
24030750,PM,Guaca,Guaca,Santander,8,2400,"-72,86","6,88","6,1","7,3","12,3","16,9","17,8","11,0","9,9","13,1","16,1","18,3","13,6","6,7","149,0",347,"96,4%"
24015250,CO,La Laja,Guadalupe (Santander),Santander,8,1400,"-73,42","6,24","9,9","11,9","17,3","21,3","22,2","18,2","19,1","19,9","19,4","21,9","20,0","13,3","214,3",348,"96,7%"
24010820,PM,Guavatá,Guavatá,Santander,8,218,"-73,70","5,96","6,8","8,6","14,1","18,6","18,9","13,7","13,9","13,0","15,4","18,7","15,2","8,9","165,7",353,"98,1%"
24010210,PM,Jesús María,Jesús María,Santander,8,1920,"-73,78","5,87","9,7","11,1","17,5","21,5","21,5","16,0","14,6","14,5","16,9","20,6","20,2","14,4","198,4",360,"100,0%"
23120220,PM,La Pradera ,Jesús María,Santander,8,2590,"-73,91","5,87","7,9","9,9","15,8","19,3","22,1","16,7","15,7","14,0","16,3","19,8","17,9","13,0","188,5",356,"98,9%"
23125130,PG,Landázuri,Landázuri,Santander,8,935,"-73,81","6,22","10,2","10,9","15,2","17,9","21,8","19,9","19,9","19,1","18,5","20,3","18,0","13,0","204,6",310,"86,1%"
23195502,SP,Aeropuerto Palonegro,Lebrija,Santander,8,1189,"-73,18","7,12","5,7","6,6","10,0","11,3","12,8","10,9","11,5","12,1","12,1","13,3","10,2","5,4","121,9",346,"96,1%"
23190440,PM,El Naranjo ,Lebrija,Santander,8,825,"-73,30","7,21","4,4","4,8","8,0","9,3","10,9","7,3","6,8","8,1","9,1","11,2","11,0","6,0","96,9",324,"90,0%"
23190260,PM,La Laguna ,Lebrija,Santander,8,150,"-73,21","7,08","4,5","5,0","8,9","8,8","10,9","8,6","8,1","9,6","9,9","11,6","9,4","4,0","99,3",351,"97,5%"
23190380,PM,Palmas,Lebrija,Santander,8,855,"-73,22","7,21","5,6","6,0","9,0","9,7","10,1","8,5","7,0","8,6","10,3","11,3","10,7","5,4","102,0",357,"99,2%"
24060050,PM,La Mesa,Los Santos,Santander,8,1460,"-73,09","6,76","2,4","4,1","6,0","7,8","10,6","7,2","8,3","9,4","9,7","10,8","7,0","2,6","85,9",358,"99,4%"
24030290,PM,Macaravita,Macaravita,Santander,6,1856,"-72,58","6,49","3,0","5,4","8,8","13,3","15,6","11,1","10,1","11,1","13,0","15,6","11,8","5,6","124,3",345,"95,8%"
24030950,PG,Malaga 2,Málaga,Santander,8,2237,"-72,73","6,71","6,0","8,8","13,2","17,4","18,1","14,9","14,6","17,0","16,7","19,2","15,6","8,1","169,6",340,"94,4%"
23190340,PM,Matajira,Matanza,Santander,8,996,"-73,06","7,21","4,9","5,1","8,6","11,6","11,7","7,2","6,5","8,6","10,7","12,9","10,5","4,7","103,1",360,"100,0%"
24025040,CP,Escuela Agrícola Mogotes,Mogotes,Santander,8,1673,"-72,97","6,47","6,8","9,0","14,8","20,8","24,0","19,7","19,4","20,7","20,4","22,9","17,6","10,6","206,7",356,"98,9%"
24030340,PM,Molagavita,Molagavita,Santander,8,2150,"-72,81","6,67","5,5","8,5","12,9","18,9","19,9","14,8","14,8","16,7","18,1","20,8","16,9","9,5","177,3",353,"98,1%"
24010240,PM,Oiba,Oiba,Santander,8,1400,"-73,30","6,26","9,3","12,0","17,8","21,1","23,0","19,0","18,7","21,2","21,0","23,2","18,9","11,9","217,2",359,"99,7%"
24030850,PM,El Aserrio ,Onzaga,Santander,6,2500,"-72,78","6,23","7,8","9,9","15,8","18,4","16,3","10,5","10,0","10,4","13,5","18,6","18,4","10,7","160,3",357,"99,2%"
24030370,PG,Susa,Onzaga,Santander,6,380,"-72,83","6,19","8,8","9,6","15,7","18,0","15,3","9,2","9,1","9,0","11,3","17,1","17,4","11,7","152,3",353,"98,1%"
24055040,CO,El Palmar ,Palmar,Santander,8,940,"-73,29","6,55","5,6","6,7","11,1","15,7","17,2","13,6","13,9","16,2","15,4","16,6","13,2","6,8","152,0",356,"98,9%"
23190700,PG,Granja Piedecuesta ,Piedecuesta,Santander,8,10,"-73,07","6,99","7,3","8,6","11,5","13,1","14,4","11,4","11,5","13,5","13,2","14,0","11,7","6,7","136,9",358,"99,4%"
24025020,PM,El Cucharo,Pinchote,Santander,8,975,"-73,20","6,53","3,2","5,5","9,7","13,9","16,5","13,6","14,2","15,3","14,7","15,9","10,4","4,3","137,5",345,"95,8%"
23125040,PM,Campo Capote,Puerto Parra,Santander,8,180,"-73,92","6,62","6,1","6,3","11,4","13,7","16,6","13,6","13,3","14,6","16,1","16,8","14,6","9,0","152,3",300,"83,3%"
23125050,CO,Carare,Puerto Parra,Santander,8,168,"-74,06","6,65","5,8","7,2","10,7","14,0","15,4","13,5","12,1","14,4","15,0","16,9","14,5","9,4","149,0",320,"88,9%"
24065010,PM,Hacienda Las Brisas ,Puerto Wilches,Santander,8,138,"-73,79","7,25","3,3","4,3","9,5","13,3","15,3","12,3","11,1","13,1","15,6","15,6","13,4","6,8","133,7",342,"95,0%"
23180120,PM,La Coquera,Puerto Wilches,Santander,8,170,"-73,92","7,22","2,2","2,9","6,9","11,0","12,4","10,8","8,8","10,5","12,0","13,6","11,1","5,6","107,8",347,"96,4%"
23180100,PM,Nuevo Sitio ,Puerto Wilches,Santander,8,98,"-73,80","7,78","0,8","1,9","4,1","8,5","12,0","10,4","9,4","10,9","11,5","12,0","8,6","3,2","93,3",357,"99,2%"
23180110,PM,Paturia,Puerto Wilches,Santander,8,105,"-73,83","7,59","1,3","2,2","6,4","10,8","13,2","11,1","9,7","11,8","12,0","12,3","10,4","4,2","105,5",358,"99,4%"
23180020,PM,Puerto Wilches,Puerto Wilches,Santander,8,73,"-73,89","7,35","2,5","3,6","8,5","12,7","15,6","12,3","11,9","13,1","14,9","14,9","12,1","6,2","128,4",354,"98,3%"
23190350,PM,Llano de Palmas,Rionegro (Santander),Santander,8,778,"-73,20","7,24","6,6","7,1","10,0","11,4","10,9","8,7","9,4","10,1","11,1","12,8","11,6","6,3","115,9",356,"98,9%"
23190360,PM,Portachuelo,Rionegro (Santander),Santander,8,800,"-73,17","7,33","9,6","10,6","14,5","16,0","17,0","12,1","12,4","13,8","15,8","18,4","17,2","11,0","168,4",360,"100,0%"
24060040,PM,Aguasclaras,Sabana De Torres,Santander,8,132,"-73,55","7,26","3,3","4,8","10,0","12,7","13,3","9,7","9,4","10,2","13,0","14,0","12,9","7,8","121,1",326,"90,6%"
23180050,PM,El Establo ,Sabana De Torres,Santander,8,98,"-73,60","7,54","1,9","3,1","7,3","10,3","11,4","8,8","8,4","9,7","10,7","11,9","10,2","4,7","98,6",353,"98,1%"
23180040,PM,El Porvenir,Sabana De Torres,Santander,8,110,"-73,48","7,45","2,8","3,4","6,7","10,0","10,8","7,6","7,7","8,5","9,9","11,7","9,5","5,6","94,2",351,"97,5%"
23180080,PM,Eloy Valenzuela,Sabana De Torres,Santander,8,90,"-73,68","7,49","2,1","2,8","7,0","10,7","12,8","9,8","9,1","10,2","11,8","12,5","10,2","4,7","103,8",358,"99,4%"
23190210,PM,Magara,Sabana De Torres,Santander,8,89,"-73,68","7,59","1,6","1,9","5,4","8,0","9,9","7,5","6,4","7,7","8,3","9,0","8,8","3,8","78,3",360,"100,0%"
24060080,PM,Payoa 5,Sabana De Torres,Santander,8,161,"-73,49","7,27","3,9","5,3","9,4","12,3","11,7","9,1","8,5","9,8","11,7","13,2","11,9","7,1","113,9",356,"98,9%"
23190320,PM,Provincia,Sabana De Torres,Santander,8,109,"-73,44","7,40","3,5","3,8","7,7","10,5","10,9","8,0","8,1","9,3","10,3","11,9","10,4","6,4","100,9",338,"93,9%"
23180070,PM,Sabana de Torres,Sabana De Torres,Santander,8,144,"-73,49","7,39","4,2","4,6","10,1","14,1","14,4","11,5","10,7","12,7","14,3","15,9","13,4","8,0","133,9",360,"100,0%"
23190560,PM,San Rafael,Sabana De Torres,Santander,8,84,"-73,56","7,57","2,5","3,4","7,6","10,9","14,1","10,2","9,3","10,7","12,1","13,4","11,3","5,6","111,0",355,"98,6%"
23185010,CP,Villa Leiva,Sabana De Torres,Santander,8,328,"-73,54","7,46","3,7","4,1","8,8","13,6","15,1","11,6","11,1","12,0","14,7","16,3","13,9","7,1","132,2",339,"94,2%"
24030270,PM,San Andrés,San Andrés (Santander),Santander,8,1702,"-72,84","6,83","5,7","8,1","13,4","17,3","17,2","10,7","10,6","13,0","15,7","18,6","15,0","7,9","153,2",360,"100,0%"
24020150,PM,Hacienda el Mamonal ,San Gil,Santander,8,1408,"-73,11","6,58","2,6","4,0","7,5","13,0","17,1","16,1","15,9","17,7","15,5","16,0","9,7","4,5","139,5",314,"87,2%"
24030200,PM,San Joaquín,San Joaquín,Santander,6,20,"-72,87","6,43","6,2","7,8","13,2","16,7","18,9","12,8","13,0","12,9","14,8","19,4","14,5","8,3","158,6",309,"85,8%"
24050110,PM,Albania,San Vicente De Chucurí,Santander,8,216,"-73,63","6,91","4,6","5,0","9,4","10,8","10,5","7,5","7,3","8,1","10,3","11,4","10,1","6,2","101,1",352,"97,8%"
24050070,PM,La Putana,San Vicente De Chucurí,Santander,8,150,"-73,52","7,13","4,2","6,0","9,6","11,4","12,6","9,3","8,5","10,2","12,7","14,1","13,0","7,8","119,4",344,"95,6%"
24050060,PM,San Vicente,San Vicente De Chucurí,Santander,8,721,"-73,41","6,87","5,9","7,2","10,4","12,2","14,3","10,5","10,7","12,0","13,1","13,3","11,7","6,5","127,8",360,"100,0%"
24030330,PM,El Tope,Santa Bárbara (Santander),Santander,8,250,"-72,93","6,94","3,7","5,3","9,4","14,0","17,9","14,8","13,4","16,0","17,7","17,7","13,2","6,6","149,8",350,"97,2%"
23147020,LG,Puente Ferrocarril,Simacota,Santander,8,90,"-73,94","6,77","3,6","4,1","7,7","9,3","10,8","8,2","8,3","9,2","11,7","12,6","10,5","5,5","101,5",355,"98,6%"
24010660,PM,Simacota,Simacota,Santander,8,150,"-73,33","6,44","6,9","9,6","15,0","18,3","20,4","15,7","17,9","18,6","19,1","21,2","17,2","10,3","190,3",353,"98,1%"
24010650,PM,Olival,Suaita,Santander,8,1502,"-73,34","6,15","11,3","12,9","18,8","23,4","24,9","21,5","22,7","21,7","21,8","24,5","21,3","14,4","239,2",351,"97,5%"
24010760,PM,Suaita,Suaita,Santander,8,1660,"-73,44","6,10","5,8","6,7","12,0","17,1","18,4","15,1","14,3","13,7","14,5","16,7","13,5","8,0","155,9",354,"98,3%"
24010670,PM,Sucre,Sucre (Santander),Santander,8,2270,"-73,80","5,92","7,4","10,4","17,1","20,2","20,3","15,1","14,3","13,5","15,3","19,0","16,7","11,5","180,6",346,"96,1%"
23195200,CO,Cachiri,Suratá,Santander,8,1850,"-72,99","7,47","2,9","3,9","7,9","13,9","13,4","8,6","7,5","11,8","14,8","16,9","12,0","4,6","118,2",350,"97,2%"
23195090,CO,Vivero Suratá - AUT,Suratá,Santander,8,1725,"-72,99","7,37","5,0","6,0","10,9","16,0","15,0","8,7","7,7","11,0","15,1","18,1","13,7","6,7","134,0",339,"94,2%"
37015020,CP,Berlín Automática,Tona,Santander,8,3214,"-72,87","7,19","3,7","4,3","7,7","11,3","11,7","12,9","13,5","11,8","11,8","13,1","9,2","3,9","114,9",359,"99,7%"
23190300,PM,El Picacho,Tona,Santander,8,3310,"-72,97","7,11","5,4","7,1","10,6","16,5","18,0","14,9","11,7","14,0","17,1","18,6","14,0","7,0","154,8",357,"99,2%"
23190130,CP,Tona - AUT,Tona,Santander,8,1910,"-72,97","7,20","5,6","7,2","11,7","14,4","12,0","6,1","4,3","7,1","11,3","14,4","13,0","6,4","113,6",347,"96,4%"
24020080,PM,Valle de San José,Valle De San José,Santander,8,1300,"-73,14","6,44","4,2","6,5","11,3","17,7","19,5","19,0","20,4","20,0","18,9","19,4","12,9","4,7","174,5",360,"100,0%"
24015270,PM,Granja Vélez ,Vélez,Santander,8,2170,"-73,67","6,00","7,6","10,1","14,7","19,9","22,0","17,8","17,4","16,9","18,7","20,5","17,0","10,8","193,4",324,"90,0%"
23190450,PM,Vetas-El Pozo,Vetas,Santander,8,3220,"-72,88","7,31","3,3","4,4","8,4","14,1","13,1","11,5","10,9","10,6","12,8","15,6","13,0","5,0","122,7",356,"98,9%"
24050100,PM,La Fuente,Zapatoca,Santander,8,815,"-73,28","6,71","2,6","2,9","5,6","9,0","9,9","6,8","6,8","7,6","9,3","11,7","9,5","3,6","85,3",347,"96,4%"
24055030,CO,Zapatoca,Zapatoca,Santander,8,1810,"-73,28","6,79","3,6","5,1","9,3","12,9","15,5","11,4","11,1","12,8","14,3","15,6","12,9","6,2","130,6",342,"95,0%"
25020860,PM,Hacienda La Frontera ,Buenavista (Sucre),Sucre,2,100,"-74,94","9,36","1,5","1,9","3,5","6,5","8,9","8,1","8,2","10,1","10,0","10,0","7,2","3,1","79,1",350,"97,2%"
25020980,PM,Caimito,Caimito,Sucre,2,20,"-75,12","8,79","0,9","1,1","2,5","6,6","10,4","11,0","12,2","13,2","11,4","10,3","8,7","3,5","91,9",351,"97,5%"
13090040,PM,Chalán,Chalán,Sucre,2,100,"-75,32","9,54","1,9","2,2","3,5","6,7","9,3","7,5","7,8","9,0","8,4","10,3","8,3","3,6","78,5",358,"99,4%"
13090060,PM,El Paraiso,Colosó,Sucre,2,100,"-75,37","9,47","1,0","0,8","2,2","4,3","6,8","5,5","4,6","6,2","6,1","6,8","6,1","2,5","52,8",352,"97,8%"
13095020,CP,Primates,Colosó,Sucre,2,200,"-75,35","9,53","1,9","2,0","3,3","8,3","12,3","9,7","10,5","11,3","10,7","11,4","9,9","4,8","96,1",310,"86,1%"
25025080,CP,Aeropuerto Rafael Barvo,Corozal,Sucre,2,166,"-75,28","9,33","1,5","1,4","3,5","7,3","11,5","9,3","9,3","10,8","10,4","10,2","8,5","3,5","87,3",338,"93,9%"
25020990,PM,Hato Nuevo,Corozal,Sucre,2,80,"-75,19","9,18","1,7","1,3","2,5","5,1","7,8","7,9","7,9","8,4","8,0","8,5","6,5","3,0","68,6",350,"97,2%"
25021000,PM,Galeras,Galeras,Sucre,2,70,"-75,05","9,17","1,6","1,9","3,6","6,9","10,2","9,6","9,4","10,7","10,7","9,1","7,4","3,8","85,0",353,"98,1%"
25020940,PM,Villanueva,Guaranda,Sucre,1,45,"-74,74","8,33","2,0","1,9","3,5","7,4","11,1","11,6","11,0","12,7","10,5","11,7","11,5","5,8","100,7",360,"100,0%"
25020390,PM,Charcón,Los Palmitos,Sucre,2,150,"-75,16","9,40","1,3","1,0","2,2","5,0","6,6","6,0","5,5","6,2","5,9","6,1","5,2","2,1","53,3",353,"98,1%"
25020190,PM,Puerto Asis,Los Palmitos,Sucre,2,200,"-75,13","9,43","2,0","1,9","3,8","6,5","8,5","7,4","7,1","8,5","7,5","8,1","6,3","3,6","71,4",354,"98,3%"
25020790,PM,Palmarito,Majagual,Sucre,2,50,"-74,72","8,72","1,3","0,9","2,0","4,9","9,2","9,7","9,6","11,6","11,8","12,1","10,7","4,0","87,6",342,"95,0%"
25020820,PM,Zapata,Majagual,Sucre,2,50,"-74,70","8,60","1,1","1,3","3,1","6,4","10,6","10,7","10,2","12,2","10,9","11,5","9,9","3,5","91,3",348,"96,7%"
25025270,AM,Universidad de Sucre,Sampués,Sucre,2,160,"-75,39","9,32","1,7","1,8","3,6","8,1","11,9","11,4","10,8","11,7","10,9","10,1","8,3","4,0","94,1",348,"96,7%"
25020750,PM,Las Tablitas,San Benito Abad,Sucre,2,60,"-75,17","9,01","1,3","1,3","2,3","4,5","8,3","7,9","8,4","10,0","8,3","8,3","5,9","1,9","68,4",354,"98,3%"
25025380,ME,San Benito - AUT ,San Benito Abad,Sucre,2,20,"-75,04","9,16","1,0","1,2","2,9","6,7","12,1","12,4","13,2","14,2","13,5","12,6","9,8","3,6","103,1",341,"94,7%"
25020760,PM,Santiago Apostol,San Benito Abad,Sucre,2,25,"-74,94","9,00","1,0","1,2","1,6","4,7","7,4","8,2","8,2","10,5","9,4","8,5","6,5","2,5","69,5",350,"97,2%"
25020400,PM,Libra Arriba,San Juan De Betulia (Betulia),Sucre,2,180,"-75,30","9,32","1,9","1,2","2,9","5,1","6,6","6,5","6,3","6,6","6,0","7,7","5,1","2,2","58,2",341,"94,7%"
25020740,PM,Hacienda Eureka ,San Marcos,Sucre,2,20,"-75,01","8,63","0,7","0,6","2,0","4,7","8,7","9,3","10,3","11,9","11,1","10,3","7,8","3,1","80,5",322,"89,4%"
25021660,PM,Mirasol,San Marcos,Sucre,2,30,"-75,26","8,60","1,2","1,2","3,0","6,8","9,3","10,1","12,0","12,3","10,4","9,8","6,4","4,1","86,7",338,"93,9%"
13090030,PM,Berrugas,San Onofre,Sucre,2,1,"-75,60","9,91","0,7","0,5","1,0","2,4","6,3","6,4","6,1","6,8","6,7","8,6","6,8","3,2","55,4",349,"96,9%"
13090110,PM,Palo Alto,San Onofre,Sucre,2,50,"-75,42","9,82","1,3","1,8","3,7","7,2","10,7","10,6","11,1","11,9","10,7","11,2","10,0","5,0","95,5",346,"96,1%"
29030380,PM,Sabanas de Mucacal,San Onofre,Sucre,2,10,"-75,39","9,88","1,5","1,5","3,3","7,4","9,8","7,9","8,4","10,3","9,7","9,8","8,6","3,8","82,0",342,"95,0%"
13090010,PM,Sabanetica,San Onofre,Sucre,2,1,"-75,43","9,83","0,0","0,1","0,2","1,7","5,3","5,7","6,3","6,5","6,4","8,1","7,0","2,7","49,9",342,"95,0%"
13090020,PM,San Onofre,San Onofre,Sucre,2,55,"-75,54","9,75","1,0","0,9","1,7","3,9","6,3","5,8","5,7","6,0","5,2","6,6","6,0","3,7","52,8",334,"92,8%"
25020770,PM,San Pedro,San Pedro (Sucre),Sucre,2,200,"-75,05","9,40","1,3","2,2","4,1","6,9","9,0","7,9","7,6","9,0","7,9","9,0","6,8","3,9","75,4",332,"92,2%"
13090230,PM,La Pastora,Sincelejo,Sucre,2,58,"-75,49","9,29","0,9","0,5","1,0","3,7","6,2","5,6","5,6","6,1","6,3","6,1","5,7","2,3","50,1",341,"94,7%"
25021360,PM,Campo Alegre,Sucre (Sucre),Sucre,2,20,"-74,71","8,92","1,6","1,0","2,6","4,7","9,6","9,5","10,1","10,3","9,7","9,9","8,6","5,3","82,8",350,"97,2%"
25020500,PM,Hacienda Villa Cecilia ,Sucre (Sucre),Sucre,2,50,"-74,73","8,82","1,1","0,7","1,8","4,2","7,3","8,7","8,6","9,1","9,3","9,5","8,9","4,6","73,9",356,"98,9%"
25021560,PM,Isla del Coco,Sucre (Sucre),Sucre,2,20,"-74,80","8,90","1,3","0,9","1,4","4,2","9,2","10,2","11,6","12,3","11,6","11,1","10,3","5,2","89,4",348,"96,7%"
25021370,PM,San Luis,Sucre (Sucre),Sucre,2,20,"-74,71","8,88","1,5","1,1","2,9","5,7","10,6","10,6","12,1","12,3","12,6","12,5","12,2","5,3","99,5",353,"98,1%"
13090090,PM,Hacienda Santa Angela,Tolú,Sucre,2,20,"-75,51","9,49","0,8","0,3","1,4","4,3","7,6","6,9","7,0","7,6","8,1","8,6","7,1","3,4","63,1",331,"91,9%"
13090070,PM,Tolú,Tolú,Sucre,2,2,"-75,59","9,52","0,3","0,2","0,7","2,0","5,7","5,9","6,1","6,5","5,6","6,7","5,9","2,0","47,7",336,"93,3%"
13090100,PM,Hacienda La Argentina,Tolú Viejo,Sucre,2,20,"-75,47","9,49","0,7","0,7","1,9","4,9","8,6","7,3","7,2","8,5","8,2","9,0","8,9","4,9","70,7",322,"89,4%"
13097010,LM,Tolú Viejo,Tolú Viejo,Sucre,2,59,"-75,44","9,44","1,1","0,9","2,6","6,1","8,8","8,4","7,4","8,8","8,7","9,5","7,9","3,3","73,6",307,"85,3%"
13090050,PM,Toluviejo,Tolú Viejo,Sucre,2,60,"-75,44","9,44","1,3","0,8","2,5","6,1","8,9","8,5","7,3","8,8","9,0","9,5","7,7","3,2","73,5",323,"89,7%"
21140120,PM,Las Cruces,Alpujarra,Tolima,4,1400,"-74,92","3,43","8,7","9,9","13,2","13,2","12,2","9,8","8,8","5,7","8,0","14,0","18,8","12,7","135,1",358,"99,4%"
21255080,CP,El Salto,Ambalema,Tolima,10,450,"-74,77","4,78","5,2","5,9","9,5","12,9","12,0","5,8","4,5","5,9","8,9","12,5","10,8","6,2","100,1",311,"86,4%"
21240070,PM,Anzoátegui,Anzoátegui,Tolima,10,1814,"-75,09","4,64","11,9","12,5","16,7","18,4","17,9","11,5","8,3","7,9","13,4","18,7","18,4","13,4","168,9",341,"94,7%"
21255090,CP,Granja Armero,Armero (Guayabal),Tolima,10,321,"-74,90","5,00","7,3","8,9","11,0","13,7","13,2","7,5","6,4","7,0","10,6","14,1","12,6","9,4","121,8",354,"98,3%"
21250450,PM,Hacienda Potosí,Armero (Guayabal),Tolima,10,389,"-74,88","5,05","6,0","6,1","8,4","11,2","11,3","5,3","4,6","5,7","8,4","11,1","10,1","6,2","94,4",346,"96,1%"
22050040,PG,Ataco,Ataco,Tolima,10,468,"-75,38","3,93","9,4","10,7","14,6","14,0","12,7","6,7","5,7","4,8","8,4","14,6","17,6","14,9","134,2",357,"99,2%"
22020040,PM,Casa de Zinc,Ataco,Tolima,10,1737,"-75,59","3,29","10,1","9,8","13,4","12,6","10,6","5,8","3,7","4,2","5,7","13,6","17,4","12,7","119,6",350,"97,2%"
22020070,PM,El Condor ,Ataco,Tolima,10,755,"-75,61","3,33","13,4","12,6","16,5","17,1","14,9","9,9","7,3","6,4","8,9","17,0","20,4","15,8","160,1",343,"95,3%"
22055020,CO,Mesa de Pole,Ataco,Tolima,10,699,"-75,54","3,46","13,1","12,3","16,0","16,4","13,9","7,8","6,2","6,0","8,2","16,6","19,3","16,0","151,9",351,"97,5%"
22050080,PM,Pan de Azucar,Ataco,Tolima,10,1800,"-75,51","3,38","8,9","8,5","10,9","13,4","13,1","7,0","4,1","3,9","5,7","12,8","18,0","14,5","120,7",319,"88,6%"
22050070,PM,San Pedro,Ataco,Tolima,10,1679,"-75,49","3,43","10,6","11,0","13,9","12,2","10,3","4,5","4,4","3,5","6,4","14,3","18,1","15,5","124,6",353,"98,1%"
22020050,PM,Santiago Pérez,Ataco,Tolima,10,732,"-75,60","3,40","12,7","12,4","16,3","16,3","14,4","8,8","7,8","5,7","8,4","15,6","18,8","15,6","152,6",355,"98,6%"
21210140,PM,El Plan ,Cajamarca,Tolima,10,388,"-75,50","4,38","8,9","8,6","13,5","16,4","18,0","14,0","11,4","9,8","12,2","13,7","13,8","9,6","150,0",325,"90,3%"
21215130,CO,Hacienda Cucuana ,Cajamarca,Tolima,10,2229,"-75,52","4,34","7,7","8,4","12,8","16,4","18,3","14,8","11,8","9,3","11,6","14,7","13,6","9,6","149,0",355,"98,6%"
21210130,PM,Las Delicias,Cajamarca,Tolima,10,295,"-75,51","4,38","8,1","8,2","12,8","16,2","17,6","13,9","11,7","8,7","12,1","14,8","14,3","10,4","148,6",320,"88,9%"
21190290,PM,Carmen de Apicalá,Carmen De Apicalá,Tolima,10,321,"-74,71","4,16","5,9","7,2","11,1","12,1","12,9","8,6","5,4","4,1","6,9","11,5","11,9","8,5","106,2",339,"94,2%"
22045020,CO,El Limón,Chaparral,Tolima,10,130,"-75,58","3,65","15,1","14,0","17,4","17,3","15,6","10,8","7,9","6,9","10,8","18,6","21,2","18,5","174,0",323,"89,7%"
22060080,PM,El Pando,Chaparral,Tolima,10,976,"-75,55","3,77","10,5","11,3","14,4","14,3","13,7","7,5","5,2","4,5","8,4","14,8","16,4","14,8","135,6",336,"93,3%"
22045010,CO,Granja Demostración,Chaparral,Tolima,10,908,"-75,50","3,72","13,1","13,1","16,7","16,1","14,9","8,8","6,5","6,0","10,0","17,0","20,0","17,1","159,2",356,"98,9%"
22060110,PM,Guaini,Chaparral,Tolima,10,746,"-75,42","3,72","10,7","10,8","14,8","14,9","11,6","6,5","4,5","4,4","7,6","14,2","18,5","15,6","134,1",356,"98,9%"
22050060,PG,San Jose de Hermosa,Chaparral,Tolima,10,215,"-75,69","3,90","10,2","11,7","16,2","18,7","19,0","17,8","18,5","14,7","14,8","17,0","15,7","12,9","187,2",339,"94,2%"
22050030,PM,Hacienda Colache ,Coyaima,Tolima,10,384,"-75,20","3,80","6,5","7,2","10,4","11,0","10,2","4,8","3,3","3,0","5,6","9,6","12,0","10,2","94,0",349,"96,9%"
22050100,PM,Los Guayabos,Coyaima,Tolima,10,330,"-75,10","4,66","5,3","6,5","8,8","10,0","9,2","4,4","3,0","2,7","4,7","8,4","9,8","8,0","80,8",345,"95,8%"
21160030,PM,Cunday,Cunday,Tolima,10,448,"-74,69","4,07","7,3","8,5","11,8","12,9","11,6","7,3","5,5","4,4","7,5","12,8","13,9","8,8","112,3",339,"94,2%"
21160160,PM,Llanitos,Dolores,Tolima,10,1388,"-74,80","3,62","10,6","10,6","15,2","15,4","14,1","8,7","6,8","4,3","6,9","14,8","20,8","14,5","142,7",360,"100,0%"
21160130,PM,Peñas Blancas,Dolores,Tolima,10,1335,"-74,75","3,65","9,8","9,9","15,7","15,8","14,3","7,5","5,7","3,7","7,2","15,0","19,4","13,4","137,2",352,"97,8%"
21215080,CO,Chicoral,Espinal,Tolima,10,432,"-75,00","4,23","5,1","6,2","10,0","12,1","11,5","6,8","5,0","3,8","7,0","11,1","10,0","7,1","95,6",349,"96,9%"
21185040,CP,Aeropuerto Santiago Vila,Flandes,Tolima,10,305,"-74,80","4,28","4,6","6,3","9,9","12,0","11,5","7,0","4,5","3,8","7,6","10,5","9,3","6,9","93,9",359,"99,7%"
